ticket_id,channel,customer_message,sentiment_label,word_count,urgent_flag,text_length,cleaned_text
TKT01396,app,My refund is still pending and this experience is frustrating. My ticket number is 30644.,negative,15,0,15,my refund is still pending and this experience is frustrating my ticket number is 
TKT01397,chat,The service plan keeps failing and support has not resolved my issue. My ticket number is 65982. Please respond as soon as possible.,negative,23,1,23,the service plan keeps failing and support has not resolved my issue my ticket number is  please respond as soon as possible
TKT01398,chat,Great service and clear communication from the support team. My ticket number is 20299.,positive,14,0,14,great service and clear communication from the support team my ticket number is 
TKT01399,chat,Can you confirm whether my ticket has been assigned? Please respond as soon as possible.,neutral,15,1,15,can you confirm whether my ticket has been assigned please respond as soon as possible
TKT01400,phone,The router is working well and I am happy with the service. My ticket number is 45597. I appreciate the quick response.,positive,22,0,22,the router is working well and i am happy with the service my ticket number is  i appreciate the quick response
TKT01401,app,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT01402,app,The internet speed is slow and customer care is not helping.,negative,11,0,11,the internet speed is slow and customer care is not helping
TKT01403,social,I want to cancel because the service quality is poor and unreliable. My ticket number is 80065.,negative,17,1,17,i want to cancel because the service quality is poor and unreliable my ticket number is 
TKT01404,app,I like the new login and it is easy to use.,positive,11,0,11,i like the new login and it is easy to use
TKT01405,email,The delivery was late and the package arrived damaged. Please respond as soon as possible.,negative,15,1,15,the delivery was late and the package arrived damaged please respond as soon as possible
TKT01406,email,The response from the team was helpful and professional. My ticket number is 27639.,positive,14,0,14,the response from the team was helpful and professional my ticket number is 
TKT01407,phone,My refund is still pending and this experience is frustrating. Please respond as soon as possible.,negative,16,1,16,my refund is still pending and this experience is frustrating please respond as soon as possible
TKT01408,email,The dashboard keeps failing and support has not resolved my issue.,negative,11,0,11,the dashboard keeps failing and support has not resolved my issue
TKT01409,phone,I want to understand the warranty terms for this product. My ticket number is 83708. Please respond as soon as possible.,neutral,21,1,21,i want to understand the warranty terms for this product my ticket number is  please respond as soon as possible
TKT01410,app,The delivery was late and the package arrived damaged.,negative,9,0,9,the delivery was late and the package arrived damaged
TKT01411,phone,Can someone explain the difference between the plans?,neutral,8,0,8,can someone explain the difference between the plans
TKT01412,email,Your support team resolved my issue quickly. Thank you.,positive,9,0,9,your support team resolved my issue quickly thank you
TKT01413,email,I want to cancel because the service quality is poor and unreliable.,negative,12,0,12,i want to cancel because the service quality is poor and unreliable
TKT01414,social,The response from the team was helpful and professional.,positive,9,0,9,the response from the team was helpful and professional
TKT01415,email,Please provide the steps to activate notifications. My ticket number is 81488.,neutral,12,0,12,please provide the steps to activate notifications my ticket number is 
TKT01416,app,The product quality is bad and I regret purchasing it.,negative,10,0,10,the product quality is bad and i regret purchasing it
TKT01417,social,Can you confirm whether my ticket has been assigned? My ticket number is 54906.,neutral,14,0,14,can you confirm whether my ticket has been assigned my ticket number is 
TKT01418,app,Great service and clear communication from the support team.,positive,9,0,9,great service and clear communication from the support team
TKT01419,social,Billing is incorrect and I was charged twice this month.,negative,10,0,10,billing is incorrect and i was charged twice this month
TKT01420,chat,The insurance policy is working well and I am happy with the service.,positive,13,0,13,the insurance policy is working well and i am happy with the service
TKT01421,email,The product quality is bad and I regret purchasing it.,negative,10,1,10,the product quality is bad and i regret purchasing it
